SurveyID,Answer ID,Questiontype,Questions,Answers,Inputtype
7184476,111313467,hate,What do you dislike about G2 Marketing Solutions?,Some stakeholders do not know about the platform and can be hesitant to share reviews,comment
7184476,111313493,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"In my role as Head of People Growth, the reviews contribute greatly to our brand as an employer",comment
7184797,112281783,love,What do you like best about G2 Marketing Solutions?,"G2 gives us a great platform to receive user feedback on our services, in the relevant categories, helping us to see how they stack up against competitors. The process is user friendly and gives us a great opportunity to respond to, and act on the feedback. The review moderation process is thorough, and integral to the credibility of the reviews, badges and rankings earned.

The Customer Success Team is awesome - always responsive and helpful. They provide great advice on better ways to use the platform, as well as the insights gained from the report data.",comment
7184797,112283974,hate,What do you dislike about G2 Marketing Solutions?,"The layout and structure of the information in the Admin section could be improved, for better clarity and quicker access.",comment
7184797,112284783,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,"We value customer feedback and G2 gives our customers a reputable platform to share their feedback with us, and in doing so, with potential customers. This also gives us relevant insights on which areas to improve and build upon. This, in turn, has helped us build brand awareness and trust.

The widgets and badges for use on our site, and in marketing, have also been useful in adding extra credibility.",comment
7184797,112285012,employment_position,At which organization did you most recently use G2 Marketing Solutions?,amazee.io,employment_position
7185301,111319993,love,What do you like best about G2 Marketing Solutions?,"We've been with G2 for a long time. First, on a free plan, which was bringing us leads. Now we're on a paid plan, which brings even more. Support is also great.",comment
7185301,111320098,hate,What do you dislike about G2 Marketing Solutions?,"Nothing to dislike really. Well, maybe one thing: review campaigns with a gift card bonus from G2 didn't work for us that good.",comment
7185301,111320146,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 brings us qualified leads and forms a good image of our software on the Internet thanks to unbiased user reviews.,comment
7186446,111327821,company,At which organization did you most recently use G2 Marketing Solutions?,Image Relay,text_field
7186446,111327957,reward_country,Please let us know what country you are in so we know what reward to send.,United States,dropdown
7186453,111327816,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,It was a great place for reviews and research by potential buyers,comment
